drive_file_id,drive_path,size_bytes,proposed_action,reason,local_backup_path,local_backup_sha256,second_backup_verified,delete_authorized,next_gate
1fm7F1ULAjW7EuURVLZxLpp1voEyz6KnA,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Extended_Data_v3.0_REBUILT/ExtendedData8_U6_Target_Budget_Surface.png,178914,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1heEoGeD1auzhW6nj_MbmbpqXWC3AdAVI,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Extended_Data_v3.0_REBUILT/ExtendedData9_U7_Clinical_Stratum_Budget_Surface.png,168690,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1vXQ-eo5VAfKO5cb1ft1qQx6MGEbMPVra,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure1_Blind_Spot_And_Falsification.png,342488,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1HkQMmZ-kLkL2GD_88GbbVP7491JYA5lW,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure2_Observability_And_Information_Cost.png,418895,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
14aGvNqf2hUZ6rCnPjteg4YyhQEFU8Exs,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure3_Failure_Bias_And_Safety_Frontier.png,327763,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1p0v9IR4vFZehOrwONSJiw9luTw0S-c2M,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure4_Pair_Complete_Observer.png,286430,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1x1tCaa2Pv4BIK0d3X97ilWHLU83JPzSM,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure5_U6_Independent_Confirmation.png,430016,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1ZC41VHwcLYw0R4MvaDegihSWUwYm1edd,09_Figures/00_Current_Figure_Source_Package/CMDO_Nature_Main_Figures_v3.0_REBUILT/Figure6_U7_Clinical_And_Multimetric.png,344415,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1to8d5klYovPKOU9tzWgLwe9apmqQQP7J,09_Figures/00_Current_Figure_Source_Package/CMDO_v4_Figure_Source_Map.csv,902,REVIEW,not enough evidence in the targeted inventory for safe disposition,,,false,false,MANUAL_REVIEW_REQUIRED
1k9C8G4G94n18cJL3t48V5ApRireV-47V,09_Figures/00_Current_Figure_Source_Package/Figure1_Observability_Barrier_Draft.png,73174,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1d4Yr9M3MMKqAS6PKsrXR39jbkl3SDtSx,09_Figures/00_Current_Figure_Source_Package/Figure2_Prospective_Falsification_Draft.png,95068,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1cGAlcjwT3rZYYxIZmd_zqlezyxoID4xb,09_Figures/00_Current_Figure_Source_Package/Figure3_Sentinel_Bias_Sensing_Draft.png,84996,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1qLFonn4gS9WJhhikeOCpc3l9dCVs4V-8,09_Figures/00_Current_Figure_Source_Package/Figure4_Efficiency_Tail_Safety_Frontier_Draft.png,60378,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1oLNCxAGUYRs-cSOm1AdJU0Tfk5BLi6gn,09_Figures/00_Current_Figure_Source_Package/Figure5_Certified_Weight_Trajectories_Draft.png,85941,ARCHIVE_CANDIDATE,older draft/v3 rendered figure package retained for provenance only,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1yEs16P2HiyL4aJixxmGqNhNrbSaMoa_Y,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/CMDO_MATLAB_Figure_Source_2026-08-01.zip,101561,KEEP,current figure source package,,,false,false,NO_DELETION
19A2qftGfaB1omXAsFLOaC_7SkkgzJk64,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/CMDO_MATLAB_Source_Combined_Archive_2026-08-01.txt,188640,KEEP,current figure source package,,,false,false,NO_DELETION
1JKUAqtWaXcEjxZg3V9EHCtDhdnueGp9K,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/DEPENDENCIES_REQUIRED.txt,437,KEEP,current figure source package,,,false,false,NO_DELETION
14Ua_P4pLMCycTrdNxNNkbx_AY2c1YeHh,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED1.m,11388,KEEP,current figure source package,,,false,false,NO_DELETION
1osCc1_fHy2SaqJ7YfZ7rKoLO01DJvcb_,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED2.m,10057,KEEP,current figure source package,,,false,false,NO_DELETION
19syIrfB92scvzmYDFAA36EJwko6WhW4P,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED3.m,24633,KEEP,current figure source package,,,false,false,NO_DELETION
1HHHWLIE5HTWhR4vP_bqmytRRILyu-DxQ,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED4.m,20461,KEEP,current figure source package,,,false,false,NO_DELETION
1sTC3pbMPteasQ6GOa_fIi4RHk4X184LO,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED5.m,9547,KEEP,current figure source package,,,false,false,NO_DELETION
1jex9KZbX9GlW6F5PZAFERh_gB1tWjjkH,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/ED6.m,19896,KEEP,current figure source package,,,false,false,NO_DELETION
1j3a6ZwiWbs09A_qo5y3glFvUoH_wTIQj,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/Figure3.m,28373,KEEP,current figure source package,,,false,false,NO_DELETION
1qhGJQToS3avFMF--1wDtBaxXZlmL4MN7,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/Figure4.m,23115,KEEP,current figure source package,,,false,false,NO_DELETION
1imPF8wxCOHHA4xp_zqFLceP7AhSPYY1h,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/Figure5.m,22382,KEEP,current figure source package,,,false,false,NO_DELETION
1xVMvcTgVn0o0oXWdGtLt2eALWC9CE7Yn,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/Figure6.m,18797,KEEP,current figure source package,,,false,false,NO_DELETION
1KGyZ197qnZLA4wu99GXsixMO90GgaSVC,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/MANIFEST_SHA256.csv,1778,KEEP,current figure source package,,,false,false,NO_DELETION
1rbaVvLNfI3vnjduACljY-oA1bffxoyer,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/PACKAGING_CHANGES.md,477,KEEP,current figure source package,,,false,false,NO_DELETION
1aCt4AKR4pSW0_9p5WpJi8lqtD1o8oCkg,09_Figures/00_Current_Figure_Source_Package/MATLAB_Source_CURRENT/README.md,1927,KEEP,current figure source package,,,false,false,NO_DELETION
1hPWi_nG_y24auz_vu_5gbyrDP0VIhttu,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED10_Editable_Colab.ipynb,20112,KEEP,current editable figure source,,,false,false,NO_DELETION
1eroInILIC5D3EhLWfFWad2Qm2rxkHqE_,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED1_Editable_Colab.ipynb,20841,KEEP,current editable figure source,,,false,false,NO_DELETION
1hoqV_5EXpR_MJTGawP1m8mzGcC4uEtEo,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED2_Editable_Colab.ipynb,19796,KEEP,current editable figure source,,,false,false,NO_DELETION
1kpcJmr4OVLx6lpydinabmNLMloFORfzg,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED3_Editable_Colab.ipynb,19470,KEEP,current editable figure source,,,false,false,NO_DELETION
1mL-0HtFSE21BnD6jNJqI250fujzlH4it,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED4_Editable_Colab.ipynb,19705,KEEP,current editable figure source,,,false,false,NO_DELETION
1MZkk9RBmSdCZ12f0kVWdfT7IshK1leEq,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED5_Editable_Colab.ipynb,20384,KEEP,current editable figure source,,,false,false,NO_DELETION
1cipSWDmExjUWcKXCY04js1HZ_htQAJYr,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED6_Editable_Colab.ipynb,19735,KEEP,current editable figure source,,,false,false,NO_DELETION
1t7d9Dt_0J1NH9TWGGrbZUdB9yT0Ij_JG,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED7_Editable_Colab.ipynb,19423,KEEP,current editable figure source,,,false,false,NO_DELETION
1e8l9fbsdul4DRmpQlgt6gSl2BkKXqoFw,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED8_Editable_Colab.ipynb,19434,KEEP,current editable figure source,,,false,false,NO_DELETION
1S4rJHrxa-tsP60btrzKVZrD6aubp98E9,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_ED9_Editable_Colab.ipynb,19538,KEEP,current editable figure source,,,false,false,NO_DELETION
1fuTrfNbUEUd5R96yqiZ9d8tfIulJUFfZ,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure1_Editable_Colab.ipynb,444685,KEEP,current editable figure source,,,false,false,NO_DELETION
1uEikiDhIhworaptOQkvKp1qrHlHHeBiY,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure2_Editable_Colab.ipynb,49077,KEEP,current editable figure source,,,false,false,NO_DELETION
1G586uWwvc_SmHG-3XIxS5ibwCGZpMwL6,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure2_Editable_Colab_BEFORE_TARGET_STYLE_2026-07-30.ipynb,41888,ARCHIVE_CANDIDATE,explicitly labelled legacy/superseded/pre-style artifact,,,false,false,ARCHIVE_AND_CONFIRM
1tAXjyyFK_niDsqqYeRgYcdvQL1KqV3PJ,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure3_Editable_Colab.ipynb,25756,KEEP,current editable figure source,,,false,false,NO_DELETION
1DEU8h3QcoGhAQZM_c7XICU8OPtSK8Ane,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure4_Editable_Colab.ipynb,25547,KEEP,current editable figure source,,,false,false,NO_DELETION
1lKMouSQyiveiKp6KmgElBuf3arHWJunu,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure5_Editable_Colab.ipynb,21132,KEEP,current editable figure source,,,false,false,NO_DELETION
1jQRgF6xpGpEH9-TLSwDU6A4LQsFgsInG,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_Figure6_Editable_Colab.ipynb,21158,KEEP,current editable figure source,,,false,false,NO_DELETION
1MTeDLKg3WBFp36L_5TbyCNhmhaj9I4fX,09_Figures/00_One_Figure_Colabs_CURRENT/CMDO_One_Figure_Colabs_Manifest.csv,2702,KEEP,current editable figure source,,,false,false,NO_DELETION
1CpfnY8YqPh4h4Nuy59HK2bYV9wC2AVis,09_Figures/00_One_Figure_Colabs_CURRENT/README_FIRST.txt,599,KEEP,current editable figure source,,,false,false,NO_DELETION
16_05n5vihzW3BtmPfbh6M2cdMviyvOT9,09_Figures/00_One_Figure_Colabs_CURRENT/README_ONE_FIGURE_COLABS_STATUS.txt,776,KEEP,current editable figure source,,,false,false,NO_DELETION
13nymleFDMgG6MG-h2FZRi4sB441xROc5,09_Figures/Canonical_Records_All_Figures/StageU4C_Canonical_Records_v1.1.zip,1323868,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU4C_Canonical_Records_v1.1.zip,6faadd171fd0e1a3d10897494a878a6b716f195bed500220952a09d087bea244,false,false,NO_DELETION
13-xTSRc8KYKtPAnGSRe1KV7VQLndIug4,09_Figures/Canonical_Records_All_Figures/StageU5B_Canonical_Records_v1.0.zip,1625430,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU5B_Canonical_Records_v1.0.zip,c1f100c1af6aed44f255af00d50482266d9cc37ea252f64ebe849428076c09e1,false,false,NO_DELETION
1nFjDceHIscK-fftlp0sW-ZZ1r-FebSeg,09_Figures/Canonical_Records_All_Figures/StageU5D_Canonical_Records_v1.0.zip,11299949,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU5D_Canonical_Records_v1.0.zip,7f30de1f4b76d3231a4e1f26ebacace429cc3232109d3208f11ec26cefe916f9,false,false,NO_DELETION
1y0vuAuwgn-dSn-rgTglk5suIo7OJNQYd,09_Figures/Canonical_Records_All_Figures/StageU5E_Canonical_Records_v1.0.zip,6643109,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU5E_Canonical_Records_v1.0.zip,4638a2336055426d4c9fe575555ea1d496caeb9948504b8d6295a4a3505bc19b,false,false,NO_DELETION
16EkM5b7kXHz_Jposc7vHgHPCbqwuKBvy,09_Figures/Canonical_Records_All_Figures/StageU5F_Canonical_Records_v1.0.zip,17118,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU5F_Canonical_Records_v1.0.zip,b6193aee017b1f9026510152a6bb64a9a95e3e8c40d7eaff1bddf7441284aae3,false,false,NO_DELETION
1etwn8FjfbkxkNvgud-A7mCnOXGa2qWbG,09_Figures/Canonical_Records_All_Figures/StageU6_Canonical_Records_v1.0.zip,1411997,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU6_Canonical_Records_v1.0.zip,93cd5918c35ad52524312dd75b36fad3f7a105af39f604176c7c5413d280c3d5,false,false,NO_DELETION
10dQ_SO7p0baefgVSt-D1wlhUNqItgTfw,09_Figures/Canonical_Records_All_Figures/StageU7_Canonical_Records_v1.0.zip,4029669,KEEP,hash-backed local import or canonical record,data/canonical_records/StageU7_Canonical_Records_v1.0.zip,0dd751343c77a02070e1c844712928732b8804ba77fd172f6ea7169038df19cd,false,false,NO_DELETION
1-j3fIdPBgO1ax6QwYKpFh2-q5dIDLwMi,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/CMDO_All_Figures_Run_Manifest.json,549,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1-mmsfC9CtR-7l8_rP01g60v0-9CpeIMl,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_And_Falsification.pdf,35101,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1TRGJMSh3AhXr9Z65ssaIApZXsNCgET80,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_And_Falsification.png,608360,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
11gNav9-Ar27lbiINST2pfSopWuDjHLtC,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_And_Falsification.tiff,54163510,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1Wdx20VMgbWnBlTjvx5JdQ3ky2D4l56-K,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_Outcome_Sensing_And_Validation.pdf,72318,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1BsLGxNa7tpiDzrzJFU-ikWd8-w3wX7PW,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_Outcome_Sensing_And_Validation.png,1048372,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1wnMDSrUa1t0xK_t9xcxNSlGIlrKY4_ZG,09_Figures/Rendered_One_Figure_At_A_Time/Figure1/Figure1_Blind_Spot_Outcome_Sensing_And_Validation.tiff,79526366,ARCHIVE_CANDIDATE,older rendered figure export; current MATLAB source package is authoritative,,,false,false,VERIFY_CURRENT_FIGURES_THEN_CONFIRM
1QtKPxOW5CUkEM8gyJAIYTwLIBLYlB4FCMoF1zFUtRl4,12_Governance/00_Authoritative_Indexes/CMDO Current Authoritative Project Map v1.0,2921,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1nVHQOS_9_vX4_qXg4jK_bMmRRU75vFJdQdbw38zTbfc,12_Governance/01_Protocol_Hash_And_Decision_Chain/CMDO Reorganisation Log 2026-07-24,1637,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1ZWy0iiOvm7ewPJQYYhyLYID-rZkne4xr5jcYj-ESe3M,12_Governance/01_Protocol_Hash_And_Decision_Chain/CMDO Result Authority and Claim Boundary Map v0.1 — Governance Copy,5002,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1WaiLnMkMBgP1xgI8aII3K7qpBgrpPeJTtSbPtzNA6T0,12_Governance/02_Discovery_And_Falsification_Ledger/CMDO Falsification-Guided Discovery Ledger v0.1 — Governance Copy,5411,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1cWdBv0HXlsyTuC7LTXaKNJxmqG21N78Bn3ursVx3qlM,12_Governance/CMDO_v4_Master_Index_And_Reproducibility/00_Master_Index/CMDO v4 Master Index and Reproducibility Workbook v1.0,13430,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
19n1p8csYnNEpyrd36lG1Op80f42eIq3t0GWSf8qpYGQ,12_Governance/CMDO_v4_Master_Index_And_Reproducibility/00_Master_Index/CMDO v4 — Master README and File Map,5919,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1c4oDIE_1no1BlkhbqvmNdgtcNFUVuJeI,12_Governance/CMDO_v4_Master_Index_And_Reproducibility/01_Release_Manifests_And_Data_Dictionaries/CMDO_v4_Consolidated_Drive_Manifest_v1.0.json,4219,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
1Lzijcsr3huGDC5ERr0q6YMUMEw7Ply3D,12_Governance/CMDO_v4_Master_Index_And_Reproducibility/01_Release_Manifests_And_Data_Dictionaries/CMDO_v4_Master_Index_And_Reproducibility_Workbook_v1.0.xlsx,27017,KEEP,governance and claim-boundary evidence,,,false,false,NO_DELETION
